"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19746","swapTokens","Surefire suite","Tue Aug 19 19:05:47 UTC 2025","broken","Tue Aug 19 19:06:07 UTC 2025","tests.SwapTest","Surefire test","tests.SwapTest","swapTokens"
