"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25207","swapTokens","Surefire suite","Tue Aug 19 19:02:41 UTC 2025","failed","Tue Aug 19 19:03:06 UTC 2025","tests.SwapTest","Surefire test","tests.SwapTest","swapTokens"
